6.85053918994,55.4339210598,0,-100.058547858
6.85246390895,55.4142160709,0,-100.005550028
6.85357401009,55.3212505039,0,-99.7092716717
6.83814023483,55.354411492,0,-99.9818163386
6.67087700135,54.8048130029,0,-99.969760256
6.63833674405,54.6824103887,0,-99.9172526869
6.65972133115,54.7677557983,0,-99.9816093885
6.70136798683,54.8809286498,0,-99.9512770312
6.72826957431,55.0070500288,0,-100.030338594
6.70529857117,54.9472544944,0,-100.089256874
6.73861355504,54.924374051,0,-99.6191952133
6.71559940689,54.8957804059,0,-99.8075187477
6.69699006636,54.8153628261,0,-99.7423696548
6.70307078454,54.830964339,0,-99.7350906931
6.78374156106,55.2171775489,0,-100.081183672
6.71197427632,54.8289886978,0,-99.6501614435
7.02201199356,55.7699943595,0,-99.3749730346
6.64444269051,54.7002511985,0,-99.9677193277
6.80871089221,55.2621112213,0,-99.9738896235
6.8535085765,55.1980082225,0,-99.3279394353
6.52468754086,54.1944224138,0,-99.6427806478
6.83130610552,54.9679860209,0,-98.8987679057
6.4803892665,54.2227118072,0,-100.148047123
6.39598575884,53.8809383109,0,-100.027922362
6.26302209188,53.8120997784,0,-101.117881596
6.44807141554,54.1688391585,0,-100.302042073
0.542711464172,-1.61042576816,0,0
0.564256695046,-1.5279892278,0,0
0.55287489021,-1.56642234372,0,0
0.554889156393,-1.56235248413,0,0
0.525024627456,-1.665679695,0,0
0.541505435658,-1.60637319314,0,0
0.52545292484,-1.64046794773,0,0
0.524089878366,-1.65648159974,0,0
0.52899880938,-1.64394817433,0,0
0.539350927264,-1.61165260163,0,0
0.53661325323,-1.60721753944,0,0
0.518782911887,-1.65912391004,0,0
0.522847557591,-1.65855204973,0,0
0.663488132125,-1.22451149722,0,0
0.548512575705,-1.58006758663,0,0
0.52747552363,-1.64830266593,0,0
0.514195532519,-1.68444773568,0,0
0.517770842553,-1.68560641688,0,0
0.535196381371,-1.62669530073,0,0
0.534101195439,-1.62935311271,0,0
0.530191113645,-1.63367746458,0,0
0.534359896511,-1.62326644946,0,0
0.530146065083,-1.63229186373,0,0
0.530566901573,-1.63663267485,0,0
0.524116899235,-1.66553564739,0,0
0.514468697612,-1.69692860637,0,0
0.516403682786,-1.66632628924,0,0
